,date,change_idx,log_num,pdf_page,call_datetime,disp_datetime,enrt_datetime,arvd_datetime,clrd_datetime,call_reason,call_type,call_action,call_taker,responding_units,street
7115,2019-08-01,323713,19-9588,1305,2019-08-01 21:14:00,2019-08-01 21:17:03,2019-08-01 21:19:46,2019-08-01 21:21:12,2019-08-01 21:31:08,SUSPICIOUS MOTOR VEHICLE,Phone,SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,34,ROARING BROOK ROAD
7116,2019-08-01,323845,19-9585,1305,2019-08-01 21:53:00,,,,,9-1-1 TEST CALL,911,SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,,SIMONDS ROAD
7117,2019-08-02,323915,19-9592,1305,2019-08-02 20:09:00,2019-08-02 01:09:22,,2019-08-02 01:21:25,2019-08-02 01:38:23,PUBLIC SERVICE,Walk-In,CITATION,MICHAEL STRIZZI,32,ROARING BROOK ROAD
7118,2019-08-02,324056,13-9593,1306,2019-08-02 20:18:00,,,2019-08-02 01:58:33,2019-08-02 02:00:21,SUSPICIOUS MOTOR VEHICLE,Initiated,LOG ENTRY REQUEST,PATROL KEVIN P GARNER,34,MAIN STREET
7119,2019-08-02,324111,19-9595,1306,2019-08-02 03:40:00,,,2019-08-02 03:40:54,2019-08-02 03:40:59,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,22,SIMONDS ROAD
7120,2019-08-02,324133,19-9596,1306,2019-08-02 07:28:00,,,2019-08-02 07:28:32,2019-08-02 07:58:30,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,SERGEANT SCOTT E MCGOWAN,30,LUCE ROAD
7121,2019-08-02,324156,19-9597,1306,,,,2019-08-02 09:07:21,2019-08-02 03:08:20,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,39,HOPPER ROAD
7122,2019-08-02,324182,19-3612,1306,2019-08-02 09:15:00,,,,,SUSPICIOUS MOTOR VEHICLE,Phone,INVESTIGATED / REPORT,PATROL BRAD SACCO,,LUCE ROAD
7123,2019-08-02,324228,01247-0000,1306,,,,,,FOREST WARDEN DISPATCH,Radio,SERVED IN HAND,CHIEF KYLE J JOHNSON,,THE KNOLLS
7124,2019-08-02,324258,19-187,1307,,,,,,ROAD CONDITIONS,Phone,PERMIT ISSUED,CHIEF KYLE J JOHNSON,,IDE ROAD
7125,2019-08-02,324265,19-9598,1307,2019-08-02 09:23:00,,,2019-08-02 09:23:45,2019-08-02 09:25:28,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,N HOOSAC ROAD
7126,2019-08-02,324304,19-9599,1307,,,,2019-08-02 09:26:00,2019-08-02 09:26:10,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,COLD SPRING ROAD
7127,2019-08-02,324333,19-9600,1307,2019-08-02 09:29:00,,,2019-08-02 09:29:25,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,PINE COBBLE ROAD
7128,2019-08-02,324390,19-9602,1308,2019-08-02 09:40:00,,,2019-08-02 09:40:48,2019-08-02 09:40:54,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,47k,LONGVIEW TERRACE
7129,2019-08-02,324413,19-9663,1308,2019-08-02 09:49:00,,,2019-08-02 09:49:12,2019-08-02 09:49:19,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,BULKLEY STREET
7130,2019-08-02,324440,19-9604,1308,2019-08-02 10:39:00,2019-08-02 10:39:26,2019-08-02 16:39:39,,2019-08-02 10:47:47,ALARM,911,ALARM FALSE,"PATROL DAVID JENNINGS, D",37k,LUCE ROAD
7131,2019-08-02,324481,19-9605,1308,2019-08-02 10:43:00,,,,2019-08-02 10:46:31,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT SCOTT E MCGOWAN,30,SAND SPRINGS ROAD
7132,2019-08-02,324502,19-9606,1308,2019-08-02 10:49:00,,,2019-08-02 10:50:08,2019-08-02 10:54:46,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT SCOTT E MCGOWAN,30,PARK STREET
7133,2019-08-02,324523,19-9608,1308,2019-08-02 13:08:00,2019-08-02 13:09:14,,2019-08-02 13:09:19,2019-08-02 13:24:53,VANDALISM,Phone,TAKEN/REFERRED TO OTHER AGENCY,PATROLMAN MICHAEL J ZIEMBA Jr,37k,MAIN STREET
7134,2019-08-02,324588,19-3609,1309,2019-08-02 13:08:00,2019-08-02 13:10:24,,,2019-08-02 13:18:48,TRAFFIC COMPLAINT,Phone,UNFOUNDED,"PATROL DAVID JENNINGS, D",30,N HOOSAC ROAD
7135,2019-08-02,324671,19-9614,1309,2019-08-02 15:16:00,,,2019-08-02 15:17:08,2019-08-02 15:18:14,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL BRAD SACCO,35,SPRING STREET
7136,2019-08-02,324696,19-9615,1309,2019-08-02 15:18:00,,,,2019-08-02 15:25:33,SYSTEM TROUBLE,Phone,PATROL ADVISED,PATROL JOHN J MCCONNELL JR,38,PARK STREET
7137,2019-08-02,324715,19-9616,1309,2019-08-02 15:29:00,,,2019-08-02 15:29:51,2019-08-02 15:30:38,BUILDING CHECK,Other,PATROL ADVISED,PATROL BRAD SACCO,35,SOUTHWORTH STREET
7138,2019-08-02,324738,19-9617,1309,2019-08-02 15:44:00,2019-08-02 15:45:08,,2019-08-02 15:48:39,2019-08-02 16:02:26,ASSIST OTHER AGENCY,Phone,NO ACTION REQUIRED,DISPATCHER LAURIE TUPER,38,LAURIE DRIVE
7139,2019-08-02,324788,19-9618,1309,,,,2019-08-02 15:55:22,,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL BRAD SACCO,35,HANCOCK ROAD
7140,2019-08-02,324849,19-9619,1310,2019-08-02 16:15:00,,,2019-08-02 16:15:19,2019-08-02 16:21:32,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,35,NEW ASHFORD ROAD
7141,2019-08-02,324926,19-9621,1310,2019-08-02 16:37:00,,,,,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,25,GREEN RIVER ROAD
7142,2019-08-02,324994,74134-0000,1310,,,,,,B.O.L.O.,Radio,TAKEN TO FAMILY,SERGEANT PAUL D THOMPSON,,BUXTON HILL ROAD
7143,2019-08-02,324999,19-9623,1310,2019-08-02 16:45:00,2019-08-02 16:47:50,2019-08-02 16:48:06,2019-08-02 16:50:17,,TRAFFIC COMPLAINT,911,UNABLE TO LOCATE,DISPATCHER LAURIE TUPER,35,OBLONG ROAD
7144,2019-08-02,325072,19-9624,1310,2019-08-02 17:03:00,,,,2019-08-02 17:37:46,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL BRAD SACCO,35,GREEN RIVER ROAD
7145,2019-08-02,325149,19-9625,1310,,2019-08-02 17:07:02,,2019-08-02 17:39:04,2019-08-02 17:40:04,TRAFFIC COMPLAINT,Phone,NO ACTION REQUIRED,DISPATCHER LAURIE TUPER,"38, 38",SIMONDS ROAD
7146,2019-08-02,325203,19-9629,1311,2019-08-02 17:53:00,,,2019-08-02 17:53:45,2019-08-02 17:53:51,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,38,MAIN STREET
7147,2019-08-02,325231,19-9629,1311,,,,2019-08-02 16:29:46,2019-08-02 18:42:41,MOTOR VEHICLE STOP,Initiated,CITATION - CIVIL,PATROL JOHN J MCCONNELL JR,38,N HOOSAC ROAD
7148,2019-08-02,325304,19-9632,1311,2019-08-02 20:08:00,2019-08-02 19:21:49,2019-08-02 19:21:49,2019-08-02 19:27:48,2019-08-02 19:29:06,MOTOR VEHICLE LOCK OUT,Phone,VEHICLE OPENED,DISPATCHER LAURIE TUPER,38,HANCOCK ROAD
7149,2019-08-02,325353,01267-3065,1311,,,,,,TRESPASS,Other,SERVED IN HAND,PATROL BRAD SACCO,,ADAMS ROAD
7150,2019-08-02,325361,19-9637,1311,2019-08-02 20:05:00,,,2019-08-02 19:13:15,2019-08-02 19:21:04,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,HENDERSON ROAD
7151,2019-08-02,325436,19-9633,1311,2019-08-02 20:04:00,,,2019-08-02 20:04:56,,BUILDING CHECK,Other,PATROL ADVISED,PATROL BRAD SACCO,35,TACONIC TRAIL
7152,2019-08-02,325459,19-9634,1311,2019-08-02 20:09:00,,,,2019-08-02 20:16:22,MOTOR VEHICLE STOP,Initiated,CITATION,MICHAEL STRIZZI,35,COLD SPRING ROAD
7153,2019-08-02,325531,19-9637,1312,2019-08-02 21:37:00,,,2019-08-02 21:41:56,2019-08-02 21:42:07,SUSPICIOUS MOTOR VEHICLE,Initiated,UNABLE TO LOCATE,PATROL BRAD SACCO,"35, 38",PINE COBBLE ROAD
7154,2019-08-02,325593,19-9638,1312,2019-08-02 22:36:00,2019-08-02 22:38:33,2019-08-02 22:38:37,,2019-08-02 23:02:01,ASSIST OTHER AGENCY,Phone,UNABLE TO LOCATE,DISPATCHER LAURIE TUPER,38,HOPPER ROAD
7155,2019-08-02,325711,19-9639,1312,2019-08-02 23:57:00,,,2019-08-02 23:57:36,,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROLMAN SCOTT SKORUPSKI,32,WHITE OAKS ROAD
7156,2019-08-03,325791,19-9642,1312,2019-08-03 01:16:00,2019-08-03 01:18:55,2019-08-03 01:18:56,2019-08-03 01:20:13,2019-08-03 01:28:14,SUSPICIOUS ACTIVITY,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,"32, 31",SPRING STREET
7157,2019-08-03,325858,19-9643,1313,2019-08-03 02:56:00,,,2019-08-03 02:57:47,2019-08-03 03:01:10,PUBLIC SERVICE EVENT,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,SPRING STREET
7158,2019-08-03,325896,19-9644,1313,2019-08-03 03:35:00,,,2019-08-03 03:39:53,2019-08-03 03:40:14,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,SIMONDS ROAD
7159,2019-08-03,325919,19-9645,1313,2019-08-03 08:37:00,,,2019-08-03 08:37:17,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,MAIN STREET
7160,2019-08-03,325947,19-9646,1313,2019-08-03 09:13:00,,,2019-08-03 09:36:12,,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,SERGEANT SCOTT E MCGOWAN,30,LUCE ROAD
7161,2019-08-03,325970,19-3647,1313,2019-08-03 03:37:00,,,,2019-08-03 09:37:30,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,LONGVIEW TERRACE
7162,2019-08-03,325993,19-9648,1313,,2019-08-03 09:50:42,2019-08-03 09:50:48,,2019-08-03 09:56:57,ANIMAL CONTROL,Phone,UNABLE TO LOCATE,"PATROL DAVID JENNINGS, D",37k,N HOOSAC ROAD
7163,2019-08-03,326025,19-9649,1314,2019-08-03 10:01:00,,,2019-08-03 10:01:09,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,PINE COBBLE ROAD
7164,2019-08-03,326079,19-9650,1314,2019-08-03 10:04:00,,,2019-08-03 10:05:02,,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,SCHOOL STREET
7165,2019-08-03,326105,19-9651,1314,2019-08-03 10:06:00,,,2019-08-03 10:06:59,2019-08-03 10:09:15,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,PARK STREET
7166,2019-08-03,326127,19-9652,1314,,,,2019-08-03 10:09:49,2019-08-03 10:12:30,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,SPRING STREET
7167,2019-08-03,326149,19-9653,1314,2019-08-03 10:14:00,,,2019-08-03 10:14:43,2019-08-03 10:14:49,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,BULKLEY STREET
7168,2019-08-03,326176,19-9654,1315,2019-08-03 10:49:00,,,,,DISTURBANCE,Phone,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,,MAIN STREET
7169,2019-08-03,326236,19-9655,1315,2019-08-03 21:41:00,,,2019-08-03 11:41:59,2019-08-03 11:42:05,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,27k,N HOOSAC ROAD
7170,2019-08-03,326272,19-9656,1315,2019-08-03 11:46:00,,,2019-08-03 11:46:51,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,COLD SPRING ROAD
7171,2019-08-03,326301,19-9658,1315,,,,2019-08-03 11:55:37,2019-08-03 12:03:18,SPEED TRAILER ASSIGNMENT,Initiated,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,SLOAN ROAD
7172,2019-08-03,326324,19-9659,1315,2019-08-03 12:09:00,,,2019-08-03 12:09:28,2019-08-03 12:09:53,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,HOPPER ROAD
7173,2019-08-03,326352,19-9660,1316,2019-08-03 12:21:00,2019-08-03 12:21:56,2019-08-03 12:27:06,2019-08-03 12:27:06,2019-08-03 12:31:58,ALARM,911,ALARM FALSE,"PATROL DAVID JENNINGS, D",30,MAIN STREET
7174,2019-08-03,326385,49-9661,1316,2019-08-03 12:34:00,,,,2019-08-03 12:53:09,DISABLED M V,Initiated,SERVICES RENDERED,SERGEANT SCOTT E MCGOWAN,30,PINE LODGE PARK PLACE
7175,2019-08-03,326432,01267-2272,1316,,,,,,LARCENY,Other,CITATION,PATROL SHUAN N WILLIAM,,PINE LODGE PARK PLACE
7176,2019-08-03,326448,01267-2272,1316,,,,,,DISABLED M V,Phone,ARREST (S),PATROL ANTHONY M DUPRAT,,WEST ROAD
7177,2019-08-03,326464,19-9662,1316,2019-08-03 14:22:00,,,,,ANIMAL CONTROL,Phone,ANIMAL CONTROL,"PATROL DAVID JENNINGS, D",,COLD SPRING ROAD
7178,2019-08-03,326499,19-9663,1316,2019-08-03 15:13:00,2019-08-03 15:14:31,,2019-08-03 15:14:50,2019-08-03 15:15:18,TRAFFIC COMPLAINT,Radio,SERVICES RENDERED,MICHAEL STRIZZI,"35, 38",HALL STREET
7179,2019-08-03,326550,19-9664,1316,2019-08-03 15:15:00,,,2019-08-03 15:15:59,,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL JOHN J MCCONNELL JR,38,SPRING STREET
7180,2019-08-03,326572,19-3665,1316,2019-08-03 15:28:00,,,2019-08-03 15:28:54,2019-08-03 15:30:33,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL BRAD SACCO,35,BAXTER ROAD
7181,2019-08-03,326592,19-9666,1317,2019-08-03 15:47:00,2019-08-03 15:52:53,,2019-08-03 15:57:06,2019-08-03 16:11:27,SUSPICIOUS ACTIVITY,Phone,SERVICES RENDERED,PATROL BRAD SACCO,"38, 35",BUXTON HILL ROAD
7182,2019-08-03,326735,19-9668,1317,2019-08-03 16:25:00,,,2019-08-03 16:25:13,,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL JOHN J MCCONNELL JR,38,N HOOSAC ROAD
7183,2019-08-03,326808,19-9669,1317,2019-08-03 16:35:00,,,2019-08-03 16:35:44,2019-08-03 16:51:02,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,35,COLD SPRING ROAD
7184,2019-08-03,326879,19-9670,1317,2019-08-03 16:59:00,,,2019-08-03 16:59:22,2019-08-03 17:07:28,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,35,BEE HILL ROAD
7185,2019-08-03,326951,19-9671,1318,2019-08-03 17:03:00,,,2019-08-03 17:09:04,2019-08-03 17:19:07,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,WILLIAMSTOWN ROAD
7186,2019-08-03,327021,01267-0517,1318,,,,,,SUSPICIOUS MOTOR VEHICLE,Initiated,ARREST (S),CHIEF KYLE J JOHNSON,,ADAMS ROAD
7187,2019-08-03,327026,19-9672,1318,2019-08-03 20:05:00,,,2019-08-03 17:12:43,2019-08-03 17:21:40,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL BRAD SACCO,35,STETSON ROAD
7188,2019-08-03,327098,19-9673,1318,2019-08-03 17:22:00,2019-08-03 17:25:20,2019-08-03 17:25:34,2019-08-03 17:27:44,2019-08-03 17:56:03,VANDALISM,Phone,INVESTIGATED / REPORT TAKEN,MICHAEL STRIZZI,35,ORCHARD LANE
7189,2019-08-03,327176,19-9674,1318,2019-08-03 18:54:00,,,2019-08-03 19:54:40,2019-08-03 19:00:43,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,N HOOSAC ROAD
7190,2019-08-03,327254,19-9675,1318,2019-08-03 20:29:00,,,2019-08-03 20:29:22,2019-08-03 20:29:26,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,35,SOUTHWORTH STREET
7191,2019-08-03,327279,19-9677,1319,2019-08-03 20:39:00,,2019-08-03 20:57:27,2019-08-03 21:01:18,2019-08-03 21:06:49,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,"35, 35, 38",TACONIC TRAIL
7192,2019-08-03,327386,19-9679,1319,2019-08-03 21:53:00,,,2019-08-03 21:53:21,2019-08-03 22:02:51,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL JOHN J MCCONNELL JR,38,BRIDGES ROAD
7193,2019-08-04,327465,19-9680,1319,2019-08-04 00:06:00,,,,,9-1-1 WRONG NUMBER,911,NO ACTION REQUIRED,PATROL ANTHONY M DUPRAT,,HAWTHORNE COURT
7194,2019-08-04,327489,19-9681,1319,2019-08-04 02:09:00,,,,,SUSPICIOUS MOTOR VEHICLE,Initiated,BUILDING CHECKED/SECURED,PATROLMAN SCOTT SKORUPSKI,32,COLD SPRING ROAD
7195,2019-08-04,327661,19-9682,1320,2019-08-04 02:34:00,,,2019-08-04 02:35:45,2019-08-04 02:36:23,SUSPICIOUS MOTOR VEHICLE,Initiated,BUILDING CHECKED/SECURED,PATROLMAN SCOTT SKORUPSKI,32,WATER STREET
7196,2019-08-04,327719,19-9683,1320,2019-08-04 03:43:00,,,2019-08-04 03:44:15,2019-08-04 03:44:32,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,SIMONDS ROAD
7197,2019-08-04,327742,19-9664,1320,2019-08-04 20:13:00,,,,,DISABLED M V,Phone,LOG ENTRY REQUEST,PATROLMAN MICHAEL J ZIEMBA Jr,,WILLIAMSTOWN ROAD
7198,2019-08-04,327824,19-9685,1320,2019-08-04 09:53:00,,,2019-08-04 09:54:02,2019-08-04 09:54:17,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,N HOOSAC ROAD
7199,2019-08-04,327857,19-9686,1321,2019-08-04 10:03:00,,,2019-08-04 10:18:14,2019-08-04 10:18:55,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,"30, 30",BULKLEY STREET
7200,2019-08-04,327909,19-9688,1321,2019-08-04 10:24:00,,,2019-08-04 10:24:50,2019-08-04 10:25:26,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,COLD SPRING ROAD
7201,2019-08-04,327937,19-9689,1321,2019-08-04 10:24:00,,,2019-08-04 10:25:07,2019-08-04 10:25:14,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HOPPER ROAD
7202,2019-08-04,327966,19-9690,1321,2019-08-04 10:46:00,,,2019-08-04 10:41:06,2019-08-04 11:02:30,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,SERGEANT SCOTT E MCGOWAN,30,LUCE ROAD
7203,2019-08-04,327989,19-9691,1321,2019-08-04 11:41:00,,,,,ALARM PERMIT RENEWAL,Other,ALARM,PATROL KALVIN DZIEDZIAK,,SYNDICATE ROAD
7204,2019-08-04,328008,19-9692,1322,2019-08-04 11:46:00,,2019-08-04 11:58:17,2019-08-04 12:06:16,2019-08-04 12:07:47,WELL BEING CHECK,Phone,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,37k,PINE LODGE PARK PLACE
7205,2019-08-04,328085,19-9693,1322,2019-08-04 21:59:00,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,COLD SPRING ROAD
7206,2019-08-04,328105,19-9694,1322,2019-08-04 12:01:00,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,GREEN RIVER ROAD
7207,2019-08-04,328125,19-9656,1322,2019-08-04 12:13:00,,,2019-08-04 12:15:49,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,PINE COBBLE ROAD
7208,2019-08-04,328179,19-3697,1322,2019-08-04 12:14:00,,,,,ALARM PERMIT RENEWAL,Other,ALARM PERMIT RENEWAL,PATROL KALVIN DZIEDZIAK,,STRATTON ROAD
7209,2019-08-04,328198,19-9698,1322,2019-08-04 12:14:00,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,BENLISE DRIVE
7210,2019-08-04,328217,19-9699,1323,,,,2019-08-04 12:18:30,2019-08-04 12:18:48,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,SCHOOL STREET
7211,2019-08-04,328241,19-9700,1323,,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,OBLONG ROAD
7212,2019-08-04,328260,19-9701,1323,,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,BLAIR ROAD
7213,2019-08-04,328279,19-9703,1323,2019-08-04 13:53:00,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,STRATTON ROAD
7214,2019-08-04,328298,19-9704,1323,,,,,,ALARM PERMIT RENEWAL,Other,ALARM PERMIT RENEWAL,PATROL KALVIN DZIEDZIAK,,BRESSETT ROAD
7215,2019-08-04,328317,19-9705,1323,2019-08-04 13:56:00,,,,,ALARM PERMIT RENEWAL,Other,ALARM PERMIT RENEWAL,PATROL KALVIN DZIEDZIAK,,SIMONDS ROAD
7216,2019-08-04,328336,19-9706,1323,2019-08-04 23:59:00,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,MAIN STREET
7217,2019-08-04,328355,45-9707,1323,2019-08-04 14:03:00,2019-08-04 14:05:54,,2019-08-04 14:11:35,2019-08-04 14:17:19,ANIMAL CONTROL,Phone,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,37k,SOUTH STREET
7218,2019-08-04,328471,19-9708,1323,2019-08-04 14:15:00,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,CHURCH STREET
7219,2019-08-04,328490,49-9709,1323,2019-08-04 14:19:00,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,LONGVIEW TERRACE
7220,2019-08-04,328509,19-9719,1324,2019-08-04 14:22:00,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,BROOK ROAD
7221,2019-08-04,328528,19-9712,1324,2019-08-04 14:32:00,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,COLE AVENUE
7222,2019-08-04,328547,19-9712,1324,2019-08-04 14:34:00,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,SPRING STREET
7223,2019-08-04,328566,19-9713,1324,2019-08-04 14:36:00,,,2019-08-04 14:36:28,2019-08-04 14:36:44,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,LONGVIEW TERRACE
7224,2019-08-04,328589,19-9714,1324,,,,,,ALARM PERMIT RENEWAL,Other,PERMIT ISSUED,PATROL KALVIN DZIEDZIAK,,SWEETBROOK ROAD
7225,2019-08-04,328608,19-9715,1324,2019-08-04 16:08:00,2019-08-04 16:11:26,,,2019-08-04 16:56:42,ANIMAL CONTROL,Phone,CITATION,DISPATCHER LAURIE TUPER,38,WILLIAMSTOWN ROAD
7226,2019-08-04,328677,19-9716,1324,,,,2019-08-04 17:49:59,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,SOUTHWORTH STREET
7227,2019-08-04,328700,19-3717,1324,2019-08-04 18:10:00,,,2019-08-04 18:10:58,2019-08-04 18:14:46,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,28,TACONIC TRAIL
7228,2019-08-04,328727,19-9720,1324,2019-08-04 21:22:00,2019-08-04 21:22:00,2019-08-04 21:22:52,2019-08-04 21:26:00,2019-08-04 21:37:28,9-1-1 ABANDONED CALL,911,SERVICES RENDERED,DISPATCHER LAURIE TUPER,"32, 38",COLE AVENUE
7229,2019-08-04,328858,19-9723,1325,2019-08-04 02:28:00,,,,2019-08-04 02:32:19,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,NEW ASHFORD ROAD
7230,2019-08-04,328928,19-5725,1325,2019-08-04 02:43:00,2019-08-04 02:44:06,2019-08-04 02:44:49,2019-08-04 02:47:57,2019-08-04 03:21:13,ASSIST OTHER AGENCY,911,SERVICES RENDERED,PATROL ANTHONY M DUPRAT,"31, 34, 26",MEACHAM STREET
7231,2019-08-04,328987,19-9726,1325,2019-08-04 03:48:00,,,2019-08-04 03:48:26,2019-08-04 03:48:43,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,SIMONDS ROAD
7232,2019-08-04,329010,29-9729,1325,2019-08-04 20:18:00,,,2019-08-04 07:52:08,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD
7233,2019-08-04,329057,159-9730,1326,2019-08-04 07:57:00,,,2019-08-04 07:58:40,2019-08-04 07:59:43,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,PINE COBBLE ROAD
7234,2019-08-04,329126,19-8731,1326,,,,2019-08-04 08:11:01,2019-08-04 08:11:42,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,LONGVIEW TERRACE
7235,2019-08-04,329147,19-9732,1326,,,,2019-08-04 08:12:32,2019-08-04 08:43:30,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,LUCE ROAD
